"姓名","統率","武力","智力","魅力","運勢","版本","政治","陸指","水指","體力"
"嚴輿",60,78,49,12,NA,"三國志10",18,NA,NA,NA
"嚴顏",79,82,69,74,NA,"三國志10",65,NA,NA,NA
"蘇由",51,61,48,46,NA,"三國志10",35,NA,NA,NA
"蘇飛",67,62,67,66,NA,"三國志10",66,NA,NA,NA
"黨均",33,19,81,41,NA,"三國志10",73,NA,NA,NA
"闞澤",34,48,83,73,NA,"三國志10",88,NA,NA,NA
"顧雍",43,18,81,78,NA,"三國志10",94,NA,NA,NA
"顧譚",33,21,69,75,NA,"三國志10",79,NA,NA,NA
"龔都",55,72,25,32,NA,"三國志10",23,NA,NA,NA
"丁奉",81,80,71,56,NA,"三國志11",55,NA,NA,NA
"丁封",66,66,53,61,NA,"三國志11",39,NA,NA,NA
"丁原",70,76,35,74,NA,"三國志11",40,NA,NA,NA
"丁儀",15,5,64,51,NA,"三國志11",72,NA,NA,NA
"于吉",12,6,66,95,NA,"三國志11",88,NA,NA,NA
"于禁",84,78,70,53,NA,"三國志11",57,NA,NA,NA
"于詮",64,76,40,67,NA,"三國志11",39,NA,NA,NA
"兀突骨",72,86,1,21,NA,"三國志11",3,NA,NA,NA
"大喬",17,11,72,92,NA,"三國志11",78,NA,NA,NA
"小喬",16,12,73,92,NA,"三國志11",77,NA,NA,NA
"尹大目",4,9,33,48,NA,"三國志11",51,NA,NA,NA
"尹賞",51,44,61,53,NA,"三國志11",66,NA,NA,NA
"尹默",11,15,65,62,NA,"三國志11",77,NA,NA,NA
"公孫度",67,71,63,35,NA,"三國志11",51,NA,NA,NA
"公孫恭",39,17,68,42,NA,"三國志11",61,NA,NA,NA
"公孫康",72,66,61,56,NA,"三國志11",58,NA,NA,NA
"公孫淵",65,70,56,55,NA,"三國志11",35,NA,NA,NA
"公孫越",74,72,47,67,NA,"三國志11",54,NA,NA,NA
"公孫範",73,69,64,61,NA,"三國志11",62,NA,NA,NA
"公孫續",63,68,54,66,NA,"三國志11",63,NA,NA,NA
"公孫瓚",84,83,70,77,NA,"三國志11",46,NA,NA,NA
"卞氏",36,24,74,87,NA,"三國志11",76,NA,NA,NA
"卞喜",56,70,59,24,NA,"三國志11",37,NA,NA,NA
"太史享",57,66,48,60,NA,"三國志11",59,NA,NA,NA
"太史慈",82,93,66,79,NA,"三國志11",58,NA,NA,NA
"孔伷",26,16,68,64,NA,"三國志11",78,NA,NA,NA
"孔融",30,5,72,65,NA,"三國志11",75,NA,NA,NA
"文虎",66,72,45,58,NA,"三國志11",30,NA,NA,NA
"文欽",74,83,43,22,NA,"三國志11",34,NA,NA,NA
"文聘",86,82,66,72,NA,"三國志11",69,NA,NA,NA
"文鴦",76,91,60,63,NA,"三國志11",32,NA,NA,NA
"文醜",78,94,25,38,NA,"三國志11",25,NA,NA,NA
"方悅",68,80,44,55,NA,"三國志11",46,NA,NA,NA
"木鹿大王",65,71,39,32,NA,"三國志11",6,NA,NA,NA
"毛玠",63,39,59,61,NA,"三國志11",78,NA,NA,NA
"牛金",72,79,38,45,NA,"三國志11",40,NA,NA,NA
"牛輔",38,60,21,37,NA,"三國志11",26,NA,NA,NA
"王允",26,6,67,76,NA,"三國志11",80,NA,NA,NA
"王平",83,79,76,51,NA,"三國志11",58,NA,NA,NA
"王伉",76,60,61,65,NA,"三國志11",62,NA,NA,NA
"王匡",65,55,61,80,NA,"三國志11",70,NA,NA,NA
"王戎",57,36,72,49,NA,"三國志11",55,NA,NA,NA
"王甫",62,41,79,73,NA,"三國志11",78,NA,NA,NA
"王忠",39,57,21,49,NA,"三國志11",27,NA,NA,NA
"王門",65,64,31,49,NA,"三國志11",41,NA,NA,NA
"王威",60,70,59,66,NA,"三國志11",52,NA,NA,NA
"王昶",74,64,79,75,NA,"三國志11",79,NA,NA,NA
"王修",54,27,76,63,NA,"三國志11",78,NA,NA,NA
"王悅",67,81,42,72,NA,"三國志11",35,NA,NA,NA
"王朗",47,35,79,51,NA,"三國志11",81,NA,NA,NA
"王桃",68,80,46,71,NA,"三國志11",32,NA,NA,NA
"王基",77,78,76,75,NA,"三國志11",75,NA,NA,NA
"王惇",60,66,46,56,NA,"三國志11",61,NA,NA,NA
"王異",58,26,82,73,NA,"三國志11",68,NA,NA,NA
"王祥",23,19,68,84,NA,"三國志11",78,NA,NA,NA
"王累",28,30,78,73,NA,"三國志11",80,NA,NA,NA
"王淩",74,64,70,71,NA,"三國志11",82,NA,NA,NA
"王渾",76,76,72,69,NA,"三國志11",74,NA,NA,NA
"王肅",36,22,75,71,NA,"三國志11",78,NA,NA,NA
"王業",33,6,35,49,NA,"三國志11",66,NA,NA,NA
"王經",67,63,66,76,NA,"三國志11",75,NA,NA,NA
"王粲",6,3,79,56,NA,"三國志11",80,NA,NA,NA
"王頎",69,67,61,68,NA,"三國志11",70,NA,NA,NA
"王濬",81,73,77,75,NA,"三國志11",71,NA,NA,NA
"王雙",64,88,19,27,NA,"三國志11",22,NA,NA,NA
"王韜",46,59,72,49,NA,"三國志11",51,NA,NA,NA
"毌丘甸",63,60,69,65,NA,"三國志11",70,NA,NA,NA
"毌丘秀",58,62,33,51,NA,"三國志11",38,NA,NA,NA
"毌丘儉",78,74,52,54,NA,"三國志11",56,NA,NA,NA
"丘本",50,41,67,55,NA,"三國志11",56,NA,NA,NA
"丘建",39,52,65,51,NA,"三國志11",52,NA,NA,NA
"司馬孚",70,37,76,85,NA,"三國志11",79,NA,NA,NA
"司馬攸",71,68,75,87,NA,"三國志11",77,NA,NA,NA
"司馬伷",61,52,61,62,NA,"三國志11",66,NA,NA,NA
"司馬炎",69,59,76,74,NA,"三國志11",79,NA,NA,NA
"司馬昭",76,57,87,80,NA,"三國志11",88,NA,NA,NA
"司馬師",80,64,88,78,NA,"三國志11",82,NA,NA,NA
"司馬朗",20,21,71,81,NA,"三國志11",82,NA,NA,NA
"司馬望",73,58,78,42,NA,"三國志11",65,NA,NA,NA
"司馬徽",21,8,92,86,NA,"三國志11",94,NA,NA,NA
"司馬懿",98,63,96,87,NA,"三國志11",93,NA,NA,NA
"左奕",62,66,51,57,NA,"三國志11",43,NA,NA,NA
"左慈",10,10,94,62,NA,"三國志11",23,NA,NA,NA
"甘寧",86,94,76,58,NA,"三國志11",18,NA,NA,NA
"田楷",68,65,56,63,NA,"三國志11",61,NA,NA,NA
"田豫",80,72,80,75,NA,"三國志11",78,NA,NA,NA
"田豐",72,29,93,64,NA,"三國志11",87,NA,NA,NA
"田疇",66,66,72,74,NA,"三國志11",76,NA,NA,NA
"田續",47,60,55,32,NA,"三國志11",15,NA,NA,NA
"申耽",56,62,52,47,NA,"三國志11",41,NA,NA,NA
"申儀",55,59,59,47,NA,"三國志11",56,NA,NA,NA
"石苞",69,71,56,60,NA,"三國志11",53,NA,NA,NA
"石韜",62,32,82,78,NA,"三國志11",81,NA,NA,NA
"伊籍",29,24,80,84,NA,"三國志11",86,NA,NA,NA
"伍延",66,73,42,64,NA,"三國志11",49,NA,NA,NA
"全尚",2,4,12,59,NA,"三國志11",41,NA,NA,NA
"全紀",49,69,61,63,NA,"三國志11",70,NA,NA,NA
"全琮",78,72,71,67,NA,"三國志11",61,NA,NA,NA
"全端",67,64,39,59,NA,"三國志11",37,NA,NA,NA
"全禕",61,68,44,56,NA,"三國志11",32,NA,NA,NA
"全懌",60,63,38,53,NA,"三國志11",43,NA,NA,NA
"向朗",28,18,73,69,NA,"三國志11",74,NA,NA,NA
"向寵",76,61,76,71,NA,"三國志11",67,NA,NA,NA
"州泰",71,64,71,59,NA,"三國志11",64,NA,NA,NA
"忙牙長",45,79,3,9,NA,"三國志11",2,NA,NA,NA
"成公英",73,71,80,68,NA,"三國志11",62,NA,NA,NA
"成宜",74,72,41,56,NA,"三國志11",48,NA,NA,NA
"朱治",71,56,72,75,NA,"三國志11",73,NA,NA,NA
"朱桓",84,82,73,59,NA,"三國志11",56,NA,NA,NA
"朱異",70,68,60,54,NA,"三國志11",45,NA,NA,NA
"朱然",79,69,71,75,NA,"三國志11",60,NA,NA,NA
"朱褒",68,73,34,40,NA,"三國志11",32,NA,NA,NA
"朱儁",78,65,70,73,NA,"三國志11",71,NA,NA,NA
"朱據",77,57,72,76,NA,"三國志11",70,NA,NA,NA
"朱靈",71,73,67,42,NA,"三國志11",53,NA,NA,NA
"朵思大王",62,59,70,47,NA,"三國志11",54,NA,NA,NA
"羊祜",90,64,84,89,NA,"三國志11",87,NA,NA,NA
"何晏",6,30,71,8,NA,"三國志11",70,NA,NA,NA
"何植",15,24,26,51,NA,"三國志11",27,NA,NA,NA
"何進",39,40,6,68,NA,"三國志11",41,NA,NA,NA
"何儀",56,69,36,17,NA,"三國志11",10,NA,NA,NA
"冷苞",71,82,68,23,NA,"三國志11",37,NA,NA,NA
"吾彥",74,72,77,68,NA,"三國志11",69,NA,NA,NA
"吾粲",68,41,78,67,NA,"三國志11",75,NA,NA,NA
"吳巨",49,61,23,54,NA,"三國志11",51,NA,NA,NA
"吳班",74,71,56,66,NA,"三國志11",45,NA,NA,NA
"吳國太",30,21,70,81,NA,"三國志11",74,NA,NA,NA
"吳景",69,66,51,66,NA,"三國志11",65,NA,NA,NA
"吳綱",48,38,65,72,NA,"三國志11",65,NA,NA,NA
"吳質",16,29,68,37,NA,"三國志11",57,NA,NA,NA
"吳蘭",62,80,35,50,NA,"三國志11",36,NA,NA,NA
"吳懿",83,73,68,77,NA,"三國志11",70,NA,NA,NA
"呂布",87,100,26,40,NA,"三國志11",13,NA,NA,NA
"呂伯奢",6,2,34,71,NA,"三國志11",42,NA,NA,NA
"呂岱",82,71,69,63,NA,"三國志11",75,NA,NA,NA
"呂威璜",58,63,29,44,NA,"三國志11",39,NA,NA,NA
"呂玲綺",81,89,37,56,NA,"三國志11",18,NA,NA,NA
"呂虔",57,70,58,60,NA,"三國志11",72,NA,NA,NA
"呂凱",53,30,66,73,NA,"三國志11",77,NA,NA,NA
"呂翔",54,71,12,28,NA,"三國志11",19,NA,NA,NA
"呂蒙",91,81,89,82,NA,"三國志11",78,NA,NA,NA
"呂範",73,63,74,69,NA,"三國志11",75,NA,NA,NA
"呂據",70,59,71,62,NA,"三國志11",62,NA,NA,NA
"呂曠",56,70,13,29,NA,"三國志11",22,NA,NA,NA
"宋憲",68,77,38,31,NA,"三國志11",27,NA,NA,NA
"宋謙",66,78,42,64,NA,"三國志11",39,NA,NA,NA
"岑昏",1,1,33,4,NA,"三國志11",13,NA,NA,NA
"李氏",34,18,68,78,NA,"三國志11",74,NA,NA,NA
"李孚",31,36,74,69,NA,"三國志11",73,NA,NA,NA
"李典",78,77,79,65,NA,"三國志11",74,NA,NA,NA
"李恢",79,65,78,80,NA,"三國志11",77,NA,NA,NA
"李異",59,77,19,24,NA,"三國志11",18,NA,NA,NA
"李通",73,81,57,73,NA,"三國志11",63,NA,NA,NA
"李勝",12,22,29,51,NA,"三國志11",69,NA,NA,NA
"李堪",58,69,33,45,NA,"三國志11",37,NA,NA,NA
"李肅",46,69,59,36,NA,"三國志11",15,NA,NA,NA
"李傕",69,72,24,17,NA,"三國志11",1,NA,NA,NA
"李儒",61,26,93,38,NA,"三國志11",75,NA,NA,NA
"李豐",69,74,50,47,NA,"三國志11",22,NA,NA,NA
"李豐",55,48,67,67,NA,"三國志11",72,NA,NA,NA
"李豐",25,35,67,60,NA,"三國志11",71,NA,NA,NA
"李嚴",83,84,75,52,NA,"三國志11",74,NA,NA,NA
"杜氏",14,3,52,82,NA,"三國志11",48,NA,NA,NA
"杜預",85,30,85,81,NA,"三國志11",80,NA,NA,NA
"杜畿",66,32,74,76,NA,"三國志11",87,NA,NA,NA
"步協",71,49,69,67,NA,"三國志11",63,NA,NA,NA
"步闡",71,60,71,62,NA,"三國志11",64,NA,NA,NA
"步騭",72,51,84,70,NA,"三國志11",86,NA,NA,NA
"沙摩柯",60,84,25,44,NA,"三國志11",14,NA,NA,NA
"沈瑩",70,77,61,65,NA,"三國志11",42,NA,NA,NA
"車冑",49,49,40,50,NA,"三國志11",58,NA,NA,NA
"辛毗",39,24,78,72,NA,"三國志11",79,NA,NA,NA
"辛敞",50,26,42,67,NA,"三國志11",68,NA,NA,NA
"辛評",69,43,76,68,NA,"三國志11",75,NA,NA,NA
"辛憲英",42,28,84,75,NA,"三國志11",76,NA,NA,NA
"邢道榮",61,80,41,12,NA,"三國志11",16,NA,NA,NA
"典韋",56,95,35,58,NA,"三國志11",29,NA,NA,NA
"典滿",51,73,39,52,NA,"三國志11",26,NA,NA,NA
"卑衍",60,66,21,46,NA,"三國志11",30,NA,NA,NA
"周旨",65,85,41,43,NA,"三國志11",29,NA,NA,NA
"周昂",74,65,62,62,NA,"三國志11",49,NA,NA,NA
"周昕",65,62,72,61,NA,"三國志11",65,NA,NA,NA
"周倉",62,84,42,60,NA,"三國志11",33,NA,NA,NA
"周泰",76,91,48,60,NA,"三國志11",38,NA,NA,NA
"周瑜",97,71,96,93,NA,"三國志11",86,NA,NA,NA
"周魴",52,41,80,59,NA,"三國志11",75,NA,NA,NA
"孟宗",47,28,72,79,NA,"三國志11",78,NA,NA,NA
"孟建",73,31,80,75,NA,"三國志11",86,NA,NA,NA
"孟達",75,73,74,72,NA,"三國志11",66,NA,NA,NA
"孟優",50,68,22,37,NA,"三國志11",18,NA,NA,NA
"孟獲",76,87,42,80,NA,"三國志11",45,NA,NA,NA
"季雍",63,52,41,58,NA,"三國志11",40,NA,NA,NA
"武安國",67,83,34,36,NA,"三國志11",33,NA,NA,NA
"波才",71,74,52,33,NA,"三國志11",25,NA,NA,NA
"法正",82,47,94,55,NA,"三國志11",78,NA,NA,NA
"沮授",78,35,90,74,NA,"三國志11",89,NA,NA,NA
"沮鵠",55,51,66,72,NA,"三國志11",67,NA,NA,NA
"花鬘",69,82,32,70,NA,"三國志11",26,NA,NA,NA
"邵悌",21,15,72,54,NA,"三國志11",66,NA,NA,NA
"金旋",52,68,13,47,NA,"三國志11",29,NA,NA,NA
"金禕",17,38,64,60,NA,"三國志11",68,NA,NA,NA
"金環三結",64,76,19,42,NA,"三國志11",19,NA,NA,NA
"阿會喃",65,74,26,44,NA,"三國志11",33,NA,NA,NA
"侯成",74,75,63,60,NA,"三國志11",56,NA,NA,NA
"侯選",63,66,34,52,NA,"三國志11",55,NA,NA,NA
"俞涉",62,79,24,33,NA,"三國志11",23,NA,NA,NA
"姜維",90,89,90,80,NA,"三國志11",67,NA,NA,NA
"施朔",38,65,47,54,NA,"三國志11",21,NA,NA,NA
"皇甫嵩",87,61,73,72,NA,"三國志11",51,NA,NA,NA
"紀靈",78,83,51,55,NA,"三國志11",48,NA,NA,NA
"胡車兒",26,82,41,30,NA,"三國志11",2,NA,NA,NA
"胡烈",73,67,72,69,NA,"三國志11",65,NA,NA,NA
"胡班",55,55,58,62,NA,"三國志11",50,NA,NA,NA
"胡軫",65,74,12,21,NA,"三國志11",15,NA,NA,NA
"胡質",73,46,74,72,NA,"三國志11",77,NA,NA,NA
"胡奮",71,76,50,55,NA,"三國志11",52,NA,NA,NA
"胡遵",70,76,52,62,NA,"三國志11",50,NA,NA,NA
"胡濟",57,39,68,65,NA,"三國志11",72,NA,NA,NA
"韋昭",16,19,65,70,NA,"三國志11",73,NA,NA,NA
"倫直",46,42,72,56,NA,"三國志11",64,NA,NA,NA
"凌統",77,89,55,71,NA,"三國志11",40,NA,NA,NA
"凌操",75,81,42,55,NA,"三國志11",35,NA,NA,NA
"唐咨",61,71,50,61,NA,"三國志11",52,NA,NA,NA
"唐彬",67,74,59,58,NA,"三國志11",53,NA,NA,NA
"夏侯氏",13,5,62,74,NA,"三國志11",68,NA,NA,NA
"夏侯令女",19,10,73,84,NA,"三國志11",71,NA,NA,NA
"夏侯玄",54,39,75,66,NA,"三國志11",92,NA,NA,NA
"夏侯和",48,51,70,64,NA,"三國志11",76,NA,NA,NA
"夏侯尚",79,72,74,61,NA,"三國志11",65,NA,NA,NA
"夏侯威",71,73,49,67,NA,"三國志11",57,NA,NA,NA
"夏侯恩",63,72,52,71,NA,"三國志11",45,NA,NA,NA
"夏侯惇",89,90,58,81,NA,"三國志11",70,NA,NA,NA
"夏侯淵",87,91,54,80,NA,"三國志11",61,NA,NA,NA
"夏侯惠",50,44,75,66,NA,"三國志11",73,NA,NA,NA
"夏侯楙",20,7,4,2,NA,"三國志11",21,NA,NA,NA
"夏侯德",69,73,32,52,NA,"三國志11",40,NA,NA,NA
"夏侯霸",79,84,77,71,NA,"三國志11",55,NA,NA,NA
"孫氏",23,22,62,80,NA,"三國志11",72,NA,NA,NA
"孫休",57,39,78,81,NA,"三國志11",75,NA,NA,NA
"孫仲",62,71,36,14,NA,"三國志11",8,NA,NA,NA
"孫匡",52,46,44,56,NA,"三國志11",65,NA,NA,NA
"孫秀",55,51,53,68,NA,"三國志11",57,NA,NA,NA
"孫和",31,39,68,76,NA,"三國志11",71,NA,NA,NA
"孫尚香",72,86,67,86,NA,"三國志11",63,NA,NA,NA
"孫亮",21,7,70,70,NA,"三國志11",76,NA,NA,NA
"孫峻",64,70,65,11,NA,"三國志11",26,NA,NA,NA
"孫朗",34,43,30,45,NA,"三國志11",40,NA,NA,NA
"孫桓",82,73,72,78,NA,"三國志11",68,NA,NA,NA
"孫乾",34,33,78,84,NA,"三國志11",84,NA,NA,NA
"孫堅",93,90,74,91,NA,"三國志11",73,NA,NA,NA
"孫異",69,71,55,61,NA,"三國志11",62,NA,NA,NA
"孫皎",77,72,66,73,NA,"三國志11",71,NA,NA,NA
"孫翊",67,78,27,45,NA,"三國志11",16,NA,NA,NA
"孫登",62,37,79,87,NA,"三國志11",80,NA,NA,NA
"孫皓",13,28,31,3,NA,"三國志11",6,NA,NA,NA
"孫策",92,92,69,92,NA,"三國志11",70,NA,NA,NA
"孫瑜",77,70,68,78,NA,"三國志11",69,NA,NA,NA
"孫歆",66,69,35,36,NA,"三國志11",38,NA,NA,NA
"孫韶",80,79,75,74,NA,"三國志11",69,NA,NA,NA
"孫綝",25,39,65,7,NA,"三國志11",17,NA,NA,NA
"孫震",67,70,48,54,NA,"三國志11",44,NA,NA,NA
"孫魯班",26,28,72,68,NA,"三國志11",64,NA,NA,NA
"孫冀",60,67,51,66,NA,"三國志11",60,NA,NA,NA
"孫靜",66,53,72,72,NA,"三國志11",71,NA,NA,NA
"孫禮",78,81,62,74,NA,"三國志11",73,NA,NA,NA
"孫權",76,67,80,95,NA,"三國志11",89,NA,NA,NA
"孫觀",72,78,51,66,NA,"三國志11",39,NA,NA,NA
"師纂",60,72,54,14,NA,"三國志11",46,NA,NA,NA
"徐氏",41,16,80,84,NA,"三國志11",70,NA,NA,NA
"徐晃",88,90,74,71,NA,"三國志11",48,NA,NA,NA
"徐庶",84,64,93,81,NA,"三國志11",80,NA,NA,NA
"徐盛",87,81,78,73,NA,"三國志11",65,NA,NA,NA
"徐榮",80,76,57,42,NA,"三國志11",43,NA,NA,NA
"徐質",68,83,24,44,NA,"三國志11",26,NA,NA,NA
"徐邈",55,32,67,79,NA,"三國志11",82,NA,NA,NA
"桓階",10,26,67,69,NA,"三國志11",78,NA,NA,NA
"桓範",20,11,78,51,NA,"三國志11",74,NA,NA,NA
"留平",70,71,68,63,NA,"三國志11",57,NA,NA,NA
"留略",71,66,59,51,NA,"三國志11",46,NA,NA,NA
"留贊",78,75,64,62,NA,"三國志11",57,NA,NA,NA
"祖茂",70,71,62,65,NA,"三國志11",53,NA,NA,NA
"祝融",74,85,29,74,NA,"三國志11",24,NA,NA,NA
"秦宓",16,7,72,76,NA,"三國志11",78,NA,NA,NA
"秦朗",58,70,35,42,NA,"三國志11",15,NA,NA,NA
"荀攸",73,26,94,84,NA,"三國志11",88,NA,NA,NA
"荀彧",52,14,95,93,NA,"三國志11",98,NA,NA,NA
"荀勗",8,19,77,53,NA,"三國志11",72,NA,NA,NA
"荀諶",19,25,77,64,NA,"三國志11",78,NA,NA,NA
"荀顗",16,13,70,69,NA,"三國志11",74,NA,NA,NA
"袁尚",63,71,42,72,NA,"三國志11",38,NA,NA,NA
"袁胤",17,14,39,46,NA,"三國志11",41,NA,NA,NA
"袁紹",81,69,70,90,NA,"三國志11",73,NA,NA,NA
"袁術",44,65,61,39,NA,"三國志11",16,NA,NA,NA
"袁渙",30,17,72,83,NA,"三國志11",83,NA,NA,NA
"袁熙",66,51,63,64,NA,"三國志11",65,NA,NA,NA
"袁遺",56,40,73,70,NA,"三國志11",76,NA,NA,NA
"袁燿",41,50,41,53,NA,"三國志11",51,NA,NA,NA
"袁譚",60,69,30,59,NA,"三國志11",35,NA,NA,NA
"郝昭",89,79,78,72,NA,"三國志11",62,NA,NA,NA
"郝萌",62,67,42,48,NA,"三國志11",34,NA,NA,NA
"馬休",68,73,48,68,NA,"三國志11",45,NA,NA,NA
"馬良",46,23,85,86,NA,"三國志11",90,NA,NA,NA
"馬岱",81,85,56,74,NA,"三國志11",54,NA,NA,NA
"馬忠",67,77,64,38,NA,"三國志11",36,NA,NA,NA
"馬忠",78,72,68,79,NA,"三國志11",78,NA,NA,NA
"馬玩",71,74,16,37,NA,"三國志11",23,NA,NA,NA
"馬超",88,97,44,82,NA,"三國志11",26,NA,NA,NA
"馬鈞",2,7,60,41,NA,"三國志11",70,NA,NA,NA
"馬雲騄",78,88,53,77,NA,"三國志11",46,NA,NA,NA
"馬遵",38,52,31,48,NA,"三國志11",51,NA,NA,NA
"馬謖",61,67,87,67,NA,"三國志11",68,NA,NA,NA
"馬邈",19,12,7,12,NA,"三國志11",35,NA,NA,NA
"馬騰",82,80,51,89,NA,"三國志11",59,NA,NA,NA
"馬鐵",70,62,56,62,NA,"三國志11",52,NA,NA,NA
"高沛",66,61,69,52,NA,"三國志11",57,NA,NA,NA
"高定",55,63,43,46,NA,"三國志11",42,NA,NA,NA
"高昇",67,73,41,27,NA,"三國志11",21,NA,NA,NA
"高柔",57,43,71,74,NA,"三國志11",79,NA,NA,NA
"高堂隆",35,24,76,70,NA,"三國志11",85,NA,NA,NA
"高翔",68,68,52,55,NA,"三國志11",44,NA,NA,NA
"高順",85,86,55,69,NA,"三國志11",46,NA,NA,NA
"高幹",74,56,48,66,NA,"三國志11",59,NA,NA,NA
"高覽",76,82,66,62,NA,"三國志11",55,NA,NA,NA
"郤正",10,4,63,61,NA,"三國志11",75,NA,NA,NA
"區星",55,70,38,53,NA,"三國志11",29,NA,NA,NA
"國淵",50,19,71,74,NA,"三國志11",86,NA,NA,NA
"婁圭",52,13,87,15,NA,"三國志11",67,NA,NA,NA
"崔州平",12,6,78,77,NA,"三國志11",84,NA,NA,NA
"崔林",32,22,66,76,NA,"三國志11",78,NA,NA,NA
"崔琰",18,55,70,75,NA,"三國志11",83,NA,NA,NA
"帶來洞主",51,53,53,62,NA,"三國志11",43,NA,NA,NA
"張允",72,67,42,48,NA,"三國志11",56,NA,NA,NA
"張氏",56,79,58,78,NA,"三國志11",66,NA,NA,NA
"張世平",8,16,62,63,NA,"三國志11",70,NA,NA,NA
"張布",31,24,71,41,NA,"三國志11",66,NA,NA,NA
"張休",53,27,74,73,NA,"三國志11",77,NA,NA,NA
"張任",88,84,78,76,NA,"三國志11",59,NA,NA,NA
"張角",86,25,86,98,NA,"三國志11",80,NA,NA,NA
"張承",77,70,75,74,NA,"三國志11",73,NA,NA,NA
"張松",15,6,88,19,NA,"三國志11",82,NA,NA,NA
"張虎",75,74,41,61,NA,"三國志11",44,NA,NA,NA
"張南",57,71,46,34,NA,"三國志11",34,NA,NA,NA
"張南",70,69,37,59,NA,"三國志11",43,NA,NA,NA
"張既",74,35,75,81,NA,"三國志11",88,NA,NA,NA
"張春華",60,9,76,68,NA,"三國志11",72,NA,NA,NA
"張昭",33,3,84,80,NA,"三國志11",97,NA,NA,NA
"張英",75,74,41,49,NA,"三國志11",34,NA,NA,NA
"張苞",75,87,48,68,NA,"三國志11",46,NA,NA,NA
"張郃",90,89,69,71,NA,"三國志11",57,NA,NA,NA
"張飛",85,98,30,45,NA,"三國志11",22,NA,NA,NA
"張悌",67,43,80,83,NA,"三國志11",78,NA,NA,NA
"張特",73,54,75,68,NA,"三國志11",66,NA,NA,NA
"張紘",24,22,86,82,NA,"三國志11",95,NA,NA,NA
"張曼成",73,81,45,53,NA,"三國志11",37,NA,NA,NA
"張梁",78,80,68,80,NA,"三國志11",52,NA,NA,NA
"張球",69,72,44,46,NA,"三國志11",30,NA,NA,NA
"張紹",8,12,31,52,NA,"三國志11",59,NA,NA,NA
"張華",36,27,78,64,NA,"三國志11",79,NA,NA,NA
"張楊",72,70,62,68,NA,"三國志11",58,NA,NA,NA
"張溫",17,10,71,70,NA,"三國志11",78,NA,NA,NA
"張緝",31,29,70,50,NA,"三國志11",74,NA,NA,NA
"張衛",74,66,45,61,NA,"三國志11",44,NA,NA,NA
"張魯",51,26,73,89,NA,"三國志11",78,NA,NA,NA
"張勳",72,68,41,59,NA,"三國志11",39,NA,NA,NA
"張橫",59,70,23,49,NA,"三國志11",24,NA,NA,NA
"張燕",82,81,53,63,NA,"三國志11",48,NA,NA,NA
"張遵",63,68,66,57,NA,"三國志11",59,NA,NA,NA
"張遼",93,92,78,78,NA,"三國志11",58,NA,NA,NA
"張濟",70,66,52,55,NA,"三國志11",53,NA,NA,NA
"張翼",75,74,71,70,NA,"三國志11",72,NA,NA,NA
"張嶷",79,72,74,76,NA,"三國志11",77,NA,NA,NA
"張繡",80,73,60,59,NA,"三國志11",45,NA,NA,NA
"張邈",52,53,70,85,NA,"三國志11",74,NA,NA,NA
"張闓",34,66,8,10,NA,"三國志11",1,NA,NA,NA
"張寶",83,71,81,82,NA,"三國志11",64,NA,NA,NA
"張讓",12,1,84,24,NA,"三國志11",66,NA,NA,NA
"曹仁",89,86,56,76,NA,"三國志11",46,NA,NA,NA
"曹丕",70,71,83,82,NA,"三國志11",86,NA,NA,NA
"曹休",74,75,58,67,NA,"三國志11",56,NA,NA,NA
"曹宇",50,43,37,60,NA,"三國志11",52,NA,NA,NA
"曹沖",31,21,85,83,NA,"三國志11",79,NA,NA,NA
"曹性",54,74,38,39,NA,"三國志11",27,NA,NA,NA
"曹昂",74,67,66,77,NA,"三國志11",68,NA,NA,NA
"曹芳",5,3,27,72,NA,"三國志11",48,NA,NA,NA
"曹奐",13,15,30,65,NA,"三國志11",45,NA,NA,NA
"曹洪",79,81,44,54,NA,"三國志11",35,NA,NA,NA
"曹真",87,74,68,88,NA,"三國志11",72,NA,NA,NA
"曹純",75,71,60,72,NA,"三國志11",35,NA,NA,NA
"曹訓",18,34,11,28,NA,"三國志11",13,NA,NA,NA
"曹豹",54,69,32,26,NA,"三國志11",21,NA,NA,NA
"曹爽",39,33,30,51,NA,"三國志11",66,NA,NA,NA
"曹植",18,22,81,80,NA,"三國志11",70,NA,NA,NA
"曹彰",82,90,40,76,NA,"三國志11",35,NA,NA,NA
"曹熊",9,5,52,68,NA,"三國志11",64,NA,NA,NA
"曹髦",54,61,59,80,NA,"三國志11",75,NA,NA,NA
"曹操",96,72,91,96,NA,"三國志11",94,NA,NA,NA
"曹羲",30,26,50,45,NA,"三國志11",53,NA,NA,NA
"曹叡",72,52,82,88,NA,"三國志11",82,NA,NA,NA
"梁習",73,40,73,80,NA,"三國志11",87,NA,NA,NA
"梁綱",60,69,41,46,NA,"三國志11",22,NA,NA,NA
"梁緒",56,62,66,58,NA,"三國志11",68,NA,NA,NA
"梁興",61,65,19,26,NA,"三國志11",22,NA,NA,NA
"淳于瓊",72,66,29,36,NA,"三國志11",29,NA,NA,NA
"牽弘",70,74,66,57,NA,"三國志11",65,NA,NA,NA
"牽招",72,69,73,73,NA,"三國志11",75,NA,NA,NA
"盛曼",61,68,66,57,NA,"三國志11",50,NA,NA,NA
